timestamp,x,y,z
1715853802.928190,-0.559527,1.473256,-0.532894
1715853802.938119,-0.062820,1.790123,-0.157298
1715853802.938119,-0.559571,1.473217,-0.532998
1715853802.947932,-0.063100,1.790179,-0.157170
1715853802.947932,-0.559547,1.473251,-0.532976
1715853802.958096,-0.063100,1.790179,-0.157170
1715853802.958096,-0.559547,1.473251,-0.532976
1715853802.968114,-0.062820,1.790123,-0.157298
1715853802.968114,-0.559547,1.473251,-0.532976
1715853802.977904,-0.063100,1.790179,-0.157170
1715853802.977904,-0.559547,1.473251,-0.532976
1715853802.988067,-0.062820,1.790123,-0.157298
1715853802.988067,-0.559571,1.473217,-0.532998
1715853802.997884,-0.062922,1.790199,-0.157245
1715853802.997884,-0.559547,1.473251,-0.532976
1715853803.007861,-0.062820,1.790123,-0.157298
1715853803.007861,-0.559547,1.473251,-0.532976
1715853803.017889,-0.063100,1.790179,-0.157170
1715853803.017889,-0.559547,1.473251,-0.532976
1715853803.028005,-0.063100,1.790179,-0.157170
1715853803.028005,-0.559547,1.473251,-0.532976
1715853803.037832,-0.062922,1.790199,-0.157245
1715853803.037832,-0.559547,1.473251,-0.532976
1715853803.047951,-0.063100,1.790179,-0.157170
1715853803.047951,-0.559547,1.473251,-0.532976
1715853803.057775,-0.062820,1.790123,-0.157298
1715853803.057775,-0.559523,1.473284,-0.532950
1715853803.068139,-0.063100,1.790179,-0.157170
1715853803.068139,-0.559523,1.473284,-0.532950
1715853803.078090,-0.063100,1.790179,-0.157170
1715853803.078090,-0.559508,1.473185,-0.532983
1715853803.087948,-0.063100,1.790179,-0.157170
1715853803.087948,-0.559547,1.473251,-0.532976
1715853803.097761,-0.062820,1.790123,-0.157298
1715853803.097761,-0.559523,1.473284,-0.532950
1715853803.107836,-0.063100,1.790179,-0.157170
1715853803.107836,-0.559523,1.473284,-0.532950
1715853803.117709,-0.063100,1.790179,-0.157170
1715853803.117709,-0.559547,1.473251,-0.532976
1715853803.128251,-0.063100,1.790179,-0.157170
1715853803.128251,-0.559571,1.473217,-0.532998
1715853803.137801,-0.063100,1.790179,-0.157170
1715853803.137801,-0.559547,1.473251,-0.532976
1715853803.148008,-0.062820,1.790123,-0.157298
1715853803.148008,-0.559571,1.473217,-0.532998
1715853803.157688,-0.063100,1.790179,-0.157170
1715853803.157688,-0.559547,1.473251,-0.532976
1715853803.167733,-0.062820,1.790123,-0.157298
1715853803.167733,-0.559523,1.473284,-0.532950
1715853803.178342,-0.063100,1.790179,-0.157170
1715853803.178342,-0.559547,1.473251,-0.532976
1715853803.187939,-0.063091,1.790129,-0.157410
1715853803.187939,-0.559523,1.473284,-0.532950
1715853803.197948,-0.062820,1.790123,-0.157298
1715853803.197948,-0.559547,1.473251,-0.532976
1715853803.207766,-0.062820,1.790123,-0.157298
1715853803.207766,-0.559547,1.473251,-0.532976
1715853803.217915,-0.063100,1.790179,-0.157170
1715853803.217915,-0.559547,1.473251,-0.532976
1715853803.227984,-0.063100,1.790179,-0.157170
1715853803.227984,-0.559523,1.473284,-0.532950
1715853803.237991,-0.063100,1.790179,-0.157170
1715853803.237991,-0.559571,1.473217,-0.532998
1715853803.247895,-0.063100,1.790179,-0.157170
1715853803.247895,-0.559547,1.473251,-0.532976
1715853803.257971,-0.063100,1.790179,-0.157170
1715853803.257971,-0.559547,1.473251,-0.532976
1715853803.268037,-0.062922,1.790199,-0.157245
1715853803.268037,-0.559527,1.473256,-0.532894
1715853803.277741,-0.062820,1.790123,-0.157298
1715853803.277741,-0.559508,1.473185,-0.532983
1715853803.287851,-0.063100,1.790179,-0.157170
1715853803.287851,-0.559776,1.473444,-0.533074
1715853803.297998,-0.063100,1.790179,-0.157170
1715853803.297998,-0.559547,1.473251,-0.532976
1715853803.307932,-0.063100,1.790179,-0.157170
1715853803.307932,-0.559527,1.473256,-0.532894
1715853803.317968,-0.063100,1.790179,-0.157170
1715853803.317968,-0.559547,1.473251,-0.532976
1715853803.327915,-0.062922,1.790199,-0.157245
1715853803.327915,-0.559523,1.473284,-0.532950
1715853803.337872,-0.063100,1.790179,-0.157170
1715853803.337872,-0.559547,1.473251,-0.532976
1715853803.348327,-0.062922,1.790199,-0.157245
1715853803.348327,-0.559547,1.473251,-0.532976
1715853803.357860,-0.062820,1.790123,-0.157298
1715853803.357860,-0.559547,1.473251,-0.532976
1715853803.368027,-0.063100,1.790179,-0.157170
1715853803.368027,-0.559523,1.473284,-0.532950
1715853803.377962,-0.062820,1.790123,-0.157298
1715853803.377962,-0.559752,1.473478,-0.533048
1715853803.388158,-0.063100,1.790179,-0.157170
1715853803.388158,-0.559531,1.473153,-0.533009
1715853803.398023,-0.063100,1.790179,-0.157170
1715853803.398023,-0.559523,1.473284,-0.532950
1715853803.408134,-0.063100,1.790179,-0.157170
1715853803.408134,-0.559523,1.473284,-0.532950
1715853803.418183,-0.062646,1.790147,-0.157374
1715853803.418183,-0.559523,1.473284,-0.532950
1715853803.428307,-0.062820,1.790123,-0.157298
1715853803.428307,-0.559547,1.473251,-0.532976
1715853803.437877,-0.063100,1.790179,-0.157170
1715853803.437877,-0.559523,1.473284,-0.532950
1715853803.447920,-0.063100,1.790179,-0.157170
1715853803.447920,-0.559547,1.473251,-0.532976
1715853803.457807,-0.063100,1.790179,-0.157170
1715853803.457807,-0.559547,1.473251,-0.532976
1715853803.467804,-0.063100,1.790179,-0.157170
1715853803.467804,-0.559531,1.473153,-0.533009
1715853803.477834,-0.063100,1.790179,-0.157170
1715853803.477834,-0.559547,1.473251,-0.532976
1715853803.487809,-0.063100,1.790179,-0.157170
1715853803.487809,-0.559523,1.473284,-0.532950
1715853803.497756,-0.063100,1.790179,-0.157170
1715853803.497756,-0.559547,1.473251,-0.532976
1715853803.507720,-0.063100,1.790179,-0.157170
1715853803.507720,-0.559547,1.473251,-0.532976
1715853803.517784,-0.063100,1.790179,-0.157170
1715853803.517784,-0.559547,1.473251,-0.532976
1715853803.528337,-0.063100,1.790179,-0.157170
1715853803.528337,-0.559523,1.473284,-0.532950
1715853803.537662,-0.063100,1.790179,-0.157170
1715853803.537662,-0.559547,1.473251,-0.532976
1715853803.547900,-0.063100,1.790179,-0.157170
1715853803.547900,-0.559508,1.473185,-0.532983
1715853803.557676,-0.063100,1.790179,-0.157170
1715853803.557676,-0.559547,1.473251,-0.532976
1715853803.567740,-0.063100,1.790179,-0.157170
1715853803.567740,-0.559547,1.473251,-0.532976
1715853803.578614,-0.063100,1.790179,-0.157170
1715853803.578614,-0.559547,1.473251,-0.532976
1715853803.587712,-0.063100,1.790179,-0.157170
1715853803.587712,-0.559547,1.473251,-0.532976
1715853803.597692,-0.063100,1.790179,-0.157170
1715853803.597692,-0.559551,1.473222,-0.532921
1715853803.607592,-0.063100,1.790179,-0.157170
1715853803.607592,-0.559576,1.473186,-0.532943
1715853803.618025,-0.062922,1.790199,-0.157245
1715853803.618025,-0.559523,1.473284,-0.532950
1715853803.627779,-0.062820,1.790123,-0.157298
1715853803.627779,-0.559547,1.473251,-0.532976
1715853803.638059,-0.063100,1.790179,-0.157170
1715853803.638059,-0.559527,1.473256,-0.532894
1715853803.647626,-0.063100,1.790179,-0.157170
1715853803.647626,-0.559547,1.473251,-0.532976
1715853803.657850,-0.062922,1.790199,-0.157245
1715853803.657850,-0.559527,1.473256,-0.532894
1715853803.667619,-0.062820,1.790123,-0.157298
1715853803.667619,-0.559547,1.473251,-0.532976
1715853803.677807,-0.063100,1.790179,-0.157170
1715853803.677807,-0.559523,1.473284,-0.532950
1715853803.687831,-0.063100,1.790179,-0.157170
1715853803.687831,-0.559523,1.473284,-0.532950
1715853803.697975,-0.062646,1.790147,-0.157374
1715853803.697975,-0.559523,1.473284,-0.532950
1715853803.707888,-0.063100,1.790179,-0.157170
1715853803.707888,-0.559523,1.473284,-0.532950
1715853803.717984,-0.062820,1.790123,-0.157298
1715853803.717984,-0.559547,1.473251,-0.532976
1715853803.727848,-0.063100,1.790179,-0.157170
1715853803.727848,-0.559523,1.473284,-0.532950
1715853803.737934,-0.063100,1.790179,-0.157170
1715853803.737934,-0.559547,1.473251,-0.532976
1715853803.748305,-0.063100,1.790179,-0.157170
1715853803.748305,-0.559547,1.473251,-0.532976
1715853803.757704,-0.062820,1.790123,-0.157298
1715853803.757704,-0.559508,1.473185,-0.532983
1715853803.767987,-0.063100,1.790179,-0.157170
1715853803.767987,-0.559547,1.473251,-0.532976
1715853803.777869,-0.063100,1.790179,-0.157170
1715853803.777869,-0.559547,1.473251,-0.532976
1715853803.788174,-0.063100,1.790179,-0.157170
1715853803.788174,-0.559551,1.473222,-0.532921
1715853803.798420,-0.063100,1.790179,-0.157170
1715853803.798420,-0.559523,1.473284,-0.532950
1715853803.807932,-0.063100,1.790179,-0.157170
1715853803.807932,-0.559547,1.473251,-0.532976
1715853803.818147,-0.062820,1.790123,-0.157298
1715853803.818147,-0.559523,1.473284,-0.532950
1715853803.827736,-0.063100,1.790179,-0.157170
1715853803.827736,-0.559547,1.473251,-0.532976
1715853803.837838,-0.063100,1.790179,-0.157170
1715853803.837838,-0.559523,1.473284,-0.532950
1715853803.848100,-0.063100,1.790179,-0.157170
1715853803.848100,-0.559523,1.473284,-0.532950
1715853803.857773,-0.063100,1.790179,-0.157170
1715853803.857773,-0.559547,1.473251,-0.532976
1715853803.867698,-0.062646,1.790147,-0.157374
1715853803.867698,-0.559547,1.473251,-0.532976
1715853803.878061,-0.063100,1.790179,-0.157170
1715853803.878061,-0.559547,1.473251,-0.532976
1715853803.887879,-0.063100,1.790179,-0.157170
1715853803.887879,-0.559547,1.473251,-0.532976
1715853803.897731,-0.063100,1.790179,-0.157170
1715853803.897731,-0.559523,1.473284,-0.532950
1715853803.908178,-0.063100,1.790179,-0.157170
1715853803.908178,-0.559527,1.473256,-0.532894
1715853803.918073,-0.062820,1.790123,-0.157298
1715853803.918073,-0.559527,1.473256,-0.532894
1715853803.927987,-0.063100,1.790179,-0.157170
1715853803.927987,-0.559571,1.473217,-0.532998
1715853803.938079,-0.063100,1.790179,-0.157170
1715853803.938079,-0.559527,1.473256,-0.532894
1715853803.947951,-0.063100,1.790179,-0.157170
1715853803.947951,-0.559547,1.473251,-0.532976
1715853803.957596,-0.062922,1.790199,-0.157245
1715853803.957596,-0.559527,1.473256,-0.532894
1715853803.967844,-0.063100,1.790179,-0.157170
1715853803.967844,-0.559523,1.473284,-0.532950
1715853803.977822,-0.063100,1.790179,-0.157170
1715853803.977822,-0.559547,1.473251,-0.532976
1715853803.988001,-0.063100,1.790179,-0.157170
1715853803.988001,-0.559547,1.473251,-0.532976
1715853803.997794,-0.063100,1.790179,-0.157170
1715853803.997794,-0.559551,1.473220,-0.532915
1715853804.008099,-0.063100,1.790179,-0.157170
1715853804.008099,-0.559523,1.473284,-0.532950
1715853804.017932,-0.063100,1.790179,-0.157170
1715853804.017932,-0.559523,1.473284,-0.532950
1715853804.028209,-0.063100,1.790179,-0.157170
1715853804.028209,-0.559547,1.473251,-0.532976
1715853804.037888,-0.063100,1.790179,-0.157170
1715853804.037888,-0.559551,1.473222,-0.532921
1715853804.048073,-0.062820,1.790123,-0.157298
1715853804.048073,-0.559523,1.473284,-0.532950
1715853804.057821,-0.063100,1.790179,-0.157170
1715853804.057821,-0.559547,1.473249,-0.532972
1715853804.068817,-0.063100,1.790179,-0.157170
1715853804.068817,-0.559547,1.473251,-0.532976
1715853804.078124,-0.063100,1.790179,-0.157170
1715853804.078124,-0.559523,1.473284,-0.532950
1715853804.087828,-0.063100,1.790179,-0.157170
1715853804.087828,-0.559523,1.473284,-0.532950
1715853804.098242,-0.063100,1.790179,-0.157170
1715853804.098242,-0.559527,1.473256,-0.532894
1715853804.107793,-0.062646,1.790147,-0.157374
1715853804.107793,-0.559547,1.473251,-0.532976
1715853804.117861,-0.063100,1.790179,-0.157170
1715853804.117861,-0.559523,1.473284,-0.532950
1715853804.127750,-0.063100,1.790179,-0.157170
1715853804.127750,-0.559547,1.473251,-0.532976
1715853804.137928,-0.063100,1.790179,-0.157170
1715853804.137928,-0.559523,1.473284,-0.532950
1715853804.147773,-0.063100,1.790179,-0.157170
1715853804.147773,-0.559531,1.473153,-0.533009
1715853804.157660,-0.063100,1.790179,-0.157170
1715853804.157660,-0.559527,1.473256,-0.532894
1715853804.167813,-0.063100,1.790179,-0.157170
1715853804.167813,-0.559523,1.473284,-0.532950
1715853804.177839,-0.062922,1.790199,-0.157245
1715853804.177839,-0.559547,1.473251,-0.532976
1715853804.187808,-0.063100,1.790179,-0.157170
1715853804.187808,-0.559551,1.473222,-0.532921
1715853804.197984,-0.063100,1.790179,-0.157170
1715853804.197984,-0.559523,1.473284,-0.532950
1715853804.207786,-0.062820,1.790123,-0.157298
1715853804.207786,-0.559547,1.473251,-0.532976
1715853804.217806,-0.062922,1.790199,-0.157245
1715853804.217806,-0.559551,1.473222,-0.532921
1715853804.227741,-0.063100,1.790179,-0.157170
1715853804.227741,-0.559523,1.473284,-0.532950
1715853804.237937,-0.062922,1.790199,-0.157245
1715853804.237937,-0.559508,1.473185,-0.532983
1715853804.247760,-0.062646,1.790147,-0.157374
1715853804.247760,-0.559523,1.473284,-0.532950
1715853804.257740,-0.063100,1.790179,-0.157170
1715853804.257740,-0.559523,1.473284,-0.532950
1715853804.268156,-0.063100,1.790179,-0.157170
1715853804.268156,-0.559523,1.473284,-0.532950
1715853804.277748,-0.063100,1.790179,-0.157170
1715853804.277748,-0.559523,1.473284,-0.532950
1715853804.287930,-0.062646,1.790147,-0.157374
1715853804.287930,-0.559527,1.473256,-0.532894
1715853804.297880,-0.063100,1.790179,-0.157170
1715853804.297880,-0.559523,1.473284,-0.532950
1715853804.307875,-0.063100,1.790179,-0.157170
1715853804.307875,-0.559523,1.473284,-0.532950
1715853804.317904,-0.063100,1.790179,-0.157170
1715853804.317904,-0.559523,1.473284,-0.532950
1715853804.328071,-0.062922,1.790199,-0.157245
1715853804.328071,-0.559523,1.473284,-0.532950
1715853804.337892,-0.063100,1.790179,-0.157170
1715853804.337892,-0.559547,1.473251,-0.532976
1715853804.348155,-0.063100,1.790179,-0.157170
1715853804.348155,-0.559547,1.473251,-0.532976
1715853804.357634,-0.063100,1.790179,-0.157170
1715853804.357634,-0.559523,1.473284,-0.532950
1715853804.367851,-0.062922,1.790199,-0.157245
1715853804.367851,-0.559527,1.473256,-0.532894
1715853804.377818,-0.062820,1.790123,-0.157298
1715853804.377818,-0.559547,1.473251,-0.532976
1715853804.387839,-0.063100,1.790179,-0.157170
1715853804.387839,-0.559551,1.473222,-0.532921
1715853804.397741,-0.062820,1.790123,-0.157298
1715853804.397741,-0.559547,1.473251,-0.532976
1715853804.407926,-0.063100,1.790179,-0.157170
1715853804.407926,-0.559551,1.473222,-0.532921
1715853804.417681,-0.062820,1.790123,-0.157298
1715853804.417681,-0.559523,1.473284,-0.532950
1715853804.427857,-0.062820,1.790123,-0.157298
1715853804.427857,-0.559508,1.473185,-0.532983
1715853804.437883,-0.063100,1.790179,-0.157170
1715853804.437883,-0.559547,1.473251,-0.532976
1715853804.448215,-0.062820,1.790123,-0.157298
1715853804.448215,-0.559523,1.473284,-0.532950
1715853804.458052,-0.063100,1.790179,-0.157170
1715853804.458052,-0.559523,1.473284,-0.532950
1715853804.468048,-0.063100,1.790179,-0.157170
1715853804.468048,-0.559547,1.473251,-0.532976
1715853804.478088,-0.062922,1.790199,-0.157245
1715853804.478088,-0.559508,1.473185,-0.532983
1715853804.487860,-0.063100,1.790179,-0.157170
1715853804.487860,-0.559508,1.473185,-0.532983
1715853804.498136,-0.062646,1.790147,-0.157374
1715853804.498136,-0.559527,1.473256,-0.532894
1715853804.508164,-0.063100,1.790179,-0.157170
1715853804.508164,-0.559523,1.473284,-0.532950
1715853804.517645,-0.063100,1.790179,-0.157170
1715853804.517645,-0.559547,1.473251,-0.532976
1715853804.527816,-0.063100,1.790179,-0.157170
1715853804.527816,-0.559547,1.473251,-0.532976
1715853804.538121,-0.063100,1.790179,-0.157170
1715853804.538121,-0.559547,1.473251,-0.532976
1715853804.547950,-0.063100,1.790179,-0.157170
1715853804.547950,-0.559547,1.473251,-0.532976
1715853804.557883,-0.063100,1.790179,-0.157170
1715853804.557883,-0.559571,1.473217,-0.532998
1715853804.568048,-0.062646,1.790147,-0.157374
1715853804.568048,-0.559547,1.473251,-0.532976
1715853804.577746,-0.063100,1.790179,-0.157170
1715853804.577746,-0.559547,1.473251,-0.532976
1715853804.588062,-0.062820,1.790123,-0.157298
1715853804.588062,-0.559523,1.473284,-0.532950
1715853804.597763,-0.063100,1.790179,-0.157170
1715853804.597763,-0.559547,1.473251,-0.532976
1715853804.607486,-0.063100,1.790179,-0.157170
1715853804.607486,-0.559512,1.473155,-0.532928
1715853804.617712,-0.063100,1.790179,-0.157170
1715853804.617712,-0.559571,1.473217,-0.532998
1715853804.628338,-0.063100,1.790179,-0.157170
1715853804.628338,-0.559523,1.473284,-0.532950
